,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
3239,P,Dehumidifier,B,A,P_A,A,,10000,922.099999994,0,40413,High coupling,Weakly_desirable
3240,F,Inflatable baby pool,C,A,B,A,,10000,476.900000006,0,40413,High coupling,Weakly_desirable
3241,S,Metal detector,A,B,S_B,S_B,,10000,369.699999988,0,40413,High coupling,Weakly_desirable
3242,P,Paint sprayer,A,P_A,B,A,,10000,383.400000006,0,40413,High coupling,Weakly_desirable
3243,C,Water heater,C_A,A,B,A,,10000,276.0,0,40413,High coupling,Weakly_desirable
3244,A,Tire inflator,B,A_B,A,B,,10000,697.600000024,0,40413,High coupling,Weakly_desirable
3245,S,Odor neutralizer,S_B,B,A,B,,10000,357.900000006,0,40413,High coupling,Weakly_desirable
3246,C,Car vacuum,C_A,A,B,A,,10000,5632.0,1,40413,High coupling,Weakly_desirable
3247,F,LED strip lights,C,A,B,C,,10000,383.100000024,0,40413,High coupling,Weakly_desirable
3248,P,Wifi extender,P_A,A,B,B,,10000,494.400000006,0,40413,High coupling,Weakly_desirable
3249,A,UV lamp,B,A,A_B,B,,10000,497.900000006,0,40413,High coupling,Weakly_desirable
3250,F,Garbage disposal,B,C,A,C,,10000,359.5,0,40413,High coupling,Weakly_desirable
3251,C,Smart lock,A,C_B,B,B,,10000,529.199999988,0,40413,High coupling,Weakly_desirable
3252,A,Leaf Blower,A,A_B,B,A,,10000,777.199999988,0,40413,High coupling,Weakly_desirable
3253,S,Air Fryer Oven,S_A,B,A,B,,10000,487.900000006,0,40413,High coupling,Weakly_desirable
3254,P,Air purifier,B,A,P_A,B,,10000,1066.29999998,0,40413,High coupling,Weakly_desirable
3255,C,Lawn mower,C_B,A,B,A,,10000,438.199999988,0,40413,High coupling,Weakly_desirable
3256,P,Electric mop,B,P_A,A,A,,10000,1173.59999999,0,40413,High coupling,Weakly_desirable
3257,F,Hearing aid,A,C,B,C,,10000,481.800000012,0,40413,High coupling,Weakly_desirable
3258,A,UV lamp,A,B,A_A,B,,10000,455.900000006,0,40413,High coupling,Weakly_desirable
3259,S,Security camera,B,A,S_A,S_A,,10000,607.5,0,40413,High coupling,Weakly_desirable
3260,A,Slow cooker,A,A_A,B,A,,10000,423.5,0,40413,High coupling,Weakly_desirable
3261,C,Water heater,C_B,B,A,B,,10000,1203.30000001,0,40413,High coupling,Weakly_desirable
3262,P,Dehumidifier,B,P_B,A,A,,10000,2346.69999999,0,40413,High coupling,Weakly_desirable
3263,S,Baby high chair,A,S_B,B,S_B,,10000,427.099999994,0,40413,High coupling,Weakly_desirable
3264,F,Cordless home phone,A,C,B,C,,10000,2852.0,0,40413,High coupling,Weakly_desirable
3265,C,Puree machine,B,C_A,A,A,,10000,437.800000012,0,40413,High coupling,Weakly_desirable
3266,A,Car seat,A,B,A_B,A,,10000,407.900000006,0,40413,High coupling,Weakly_desirable
3267,P,Organic fertilizer,B,P_A,A,B,,10000,991.900000006,0,40413,High coupling,Weakly_desirable
3268,S,Headlight bulbs,S_B,A,B,S_B,,10000,935.099999994,0,40413,High coupling,Weakly_desirable
3269,F,Baby rocker,B,A,C,C,,10000,3507.0,0,40413,High coupling,Weakly_desirable
3270,C,Car vacuum,A,C_B,B,B,,10000,420.400000006,0,40413,High coupling,Weakly_desirable
3271,P,Countertop blender,A,B,P_A,A,,10000,5745.40000001,1,40413,High coupling,Weakly_desirable
3272,A,Tire inflator,B,A,A_A,A,,10000,480.0,0,40413,High coupling,Weakly_desirable
3273,S,Metal detector,A,S_A,B,B,,10000,353.199999988,0,40413,High coupling,Weakly_desirable
3274,F,Kitchen Scale,B,A,C,C,,10000,410.199999988,0,40413,High coupling,Weakly_desirable
3275,C,Baby crib,A,B,C_A,A,,10000,1564.09999999,0,40413,High coupling,Weakly_desirable
3276,A,Walker with seat,A,A_B,B,A,,10000,667.700000018,0,40413,High coupling,Weakly_desirable
3277,F,Wagon cart,B,A,C,C,,10000,518.5,0,40413,High coupling,Weakly_desirable
3278,P,Paint sprayer,P_B,B,A,A,,10000,356.300000012,0,40413,High coupling,Weakly_desirable
3279,S,Night light,B,A,S_A,A,,10000,751.299999982,0,40413,High coupling,Weakly_desirable
3280,A,Rash cream,B,A,A_A,A,,10000,390.5,0,40413,High coupling,Weakly_desirable
3281,S,Air mattress,A,B,S_A,S_A,,10000,503.300000012,0,40413,High coupling,Weakly_desirable
3282,F,Fire extinguisher,C,B,A,C,,10000,613.199999988,0,40413,High coupling,Weakly_desirable
3283,P,Outdoor solar lights,P_A,A,B,B,,10000,483.200000018,0,40413,High coupling,Weakly_desirable
3284,C,Insect repellent,C_A,B,A,A,,10000,1821.5,0,40413,High coupling,Weakly_desirable
3285,A,Smart bulb,B,A,A_A,A,,10000,442.100000024,0,40413,High coupling,Weakly_desirable
3286,F,LED strip lights,B,A,C,C,,10000,3258.80000001,0,40413,High coupling,Weakly_desirable
3287,S,Odor neutralizer,B,A,S_A,A,,10000,1517.40000001,0,40413,High coupling,Weakly_desirable
3288,P,Wifi extender,A,B,P_B,B,,10000,510.0,0,40413,High coupling,Weakly_desirable
3289,C,White noise machine,C_B,A,B,B,,10000,3833.5,0,40413,High coupling,Weakly_desirable
3290,A,Cloth diapers,A,A_B,B,B,,10000,454.200000018,0,40413,High coupling,Weakly_desirable
3291,S,Pressure washer,B,S_A,A,A,,10000,527.100000024,0,40413,High coupling,Weakly_desirable
3292,C,Mobility scooter,B,C_B,A,B,,10000,461.800000012,0,40413,High coupling,Weakly_desirable
3293,P,Solar panel system,A,P_A,B,B,,10000,509.300000012,0,40413,High coupling,Weakly_desirable
3294,F,Pepper spray,B,A,C,C,,10000,412.900000006,0,40413,High coupling,Weakly_desirable
3295,F,Inflatable baby pool,C,A,B,C,,10000,582.900000006,0,40413,High coupling,Weakly_desirable
3296,C,Pesticide,B,A,C_B,B,,10000,696.299999982,0,40413,High coupling,Weakly_desirable
3297,A,Clothes Steamer,A,A_A,B,A,,10000,439.800000012,0,40413,High coupling,Weakly_desirable
3298,S,Vacuum,B,S_B,A,S_B,,10000,584.299999982,0,40413,High coupling,Weakly_desirable
3299,P,Baby stroller,A,B,P_B,B,,10000,649.200000018,0,40413,High coupling,Weakly_desirable
3600,A,Tire inflator,A_B,B,A,B,,10000,422.200000048,0,38810,High coupling,Highly_desirable
3601,P,Outdoor solar lights,A,B,P_B,B,,10000,4184.39999998,0,38810,High coupling,Highly_desirable
3602,C,Water heater,B,C_B,A,B,,10000,1303.80000007,0,38810,High coupling,Highly_desirable
3603,F,Kitchen Scale,B,A,C,B,,10000,572.299999952,0,38810,High coupling,Highly_desirable
3604,S,Baby high chair,A,S_B,B,B,,10000,854.0,0,38810,High coupling,Highly_desirable
3605,A,Clothes Steamer,A,B,A_B,A_B,,10000,1047.0,0,38810,High coupling,Highly_desirable
3606,F,Rechargeable AA batteries,B,A,C,C,,10000,739.100000024,0,38810,High coupling,Highly_desirable
3607,S,Vacuum,S_A,A,B,B,,10000,391.700000048,0,38810,High coupling,Highly_desirable
3608,C,Mobility scooter,A,B,C_A,A,,10000,1168.20000005,0,38810,High coupling,Highly_desirable
3609,P,Air purifier,P_A,B,A,B,,10000,2760.80000007,0,38810,High coupling,Highly_desirable
3610,S,Air Fryer Oven,S_A,A,B,A,,10000,1383.20000005,0,38810,High coupling,Highly_desirable
3611,P,Electric mop,A,B,P_A,A,,10000,5437.10000002,1,38810,High coupling,Highly_desirable
3612,F,Thermometer gun,A,B,C,C,,10000,492.5,0,38810,High coupling,Highly_desirable
3613,A,Smart bulb,A,A_B,B,A,,10000,1204.5,0,38810,High coupling,Highly_desirable
3614,C,Lawn mower,A,C_A,B,A,,10000,1917.39999998,0,38810,High coupling,Highly_desirable
3615,F,Microwave,B,A,C,C,,10000,387.5,0,38810,High coupling,Highly_desirable
3616,C,Car vacuum,B,A,C_A,B,,10000,358.100000024,0,38810,High coupling,Highly_desirable
3617,A,UV lamp,B,A,A_A,A,,10000,371.199999928,0,38810,High coupling,Highly_desirable
3618,P,Solar panel system,A,B,P_A,B,,10000,1313.29999995,0,38810,High coupling,Highly_desirable
3619,S,Air mattress,B,A,S_B,A,,10000,1193.89999998,0,38810,High coupling,Highly_desirable
3620,A,Leaf Blower,A_A,A,B,A,,10000,713.100000024,0,38810,High coupling,Highly_desirable
3621,F,Cordless home phone,C,B,A,C,,10000,809.100000024,0,38810,High coupling,Highly_desirable
3622,C,Baby crib,A,C_A,B,C_A,,10000,356.199999928,0,38810,High coupling,Highly_desirable
3623,P,Organic fertilizer,B,P_A,A,A,,10000,3000.39999998,0,38810,High coupling,Highly_desirable
3624,S,Odor neutralizer,A,S_B,B,B,,10000,1419.30000007,0,38810,High coupling,Highly_desirable
3625,F,Pepper spray,A,B,C,C,,10000,1331.69999993,0,38810,High coupling,Highly_desirable
3626,S,Metal detector,S_A,A,B,B,,10000,298.5,0,38810,High coupling,Highly_desirable
3627,A,Walker with seat,A,A_B,B,B,,10000,404.200000048,0,38810,High coupling,Highly_desirable
3628,P,Baby stroller,A,B,P_A,B,,10000,321.700000048,0,38810,High coupling,Highly_desirable
3629,C,Smart lock,A,C_A,B,B,,10000,1157.89999998,0,38810,High coupling,Highly_desirable
3630,F,Outdoor TV antenna,B,C,A,C,,10000,1810.5999999,0,38810,High coupling,Highly_desirable
3631,S,Night light,B,S_A,A,A,,10000,350.400000095,0,38810,High coupling,Highly_desirable
3632,A,Rash cream,B,A_A,A,B,,10000,385.700000048,0,38810,High coupling,Highly_desirable
3633,C,Pesticide,C_A,B,A,A,,10000,368.399999976,0,38810,High coupling,Highly_desirable
3634,P,Paint sprayer,A,P_A,B,A,,10000,330.799999952,0,38810,High coupling,Highly_desirable
3635,S,Security camera,B,A,S_B,B,,10000,663.100000024,0,38810,High coupling,Highly_desirable
3636,F,Stun gun,C,B,A,A,,10000,355.799999952,0,38810,High coupling,Highly_desirable
3637,P,Countertop blender,A,P_B,B,A,,10000,328.800000072,0,38810,High coupling,Highly_desirable
3638,C,White noise machine,B,A,C_B,B,,10000,1369.0,0,38810,High coupling,Highly_desirable
3639,A,Car seat,B,A,A_B,A,,10000,402.899999976,0,38810,High coupling,Highly_desirable
3640,A,Cloth diapers,B,A_B,A,B,,10000,726.0,0,38810,High coupling,Highly_desirable
3641,S,Pressure washer,A,B,S_A,B,,10000,830.700000048,0,38810,High coupling,Highly_desirable
3642,C,Insect repellent,A,C_A,B,B,,10000,286.900000095,0,38810,High coupling,Highly_desirable
3643,P,Wifi extender,B,P_A,A,B,,10000,603.400000095,0,38810,High coupling,Highly_desirable
3644,F,Inflatable baby pool,C,B,A,C,,10000,499.100000024,0,38810,High coupling,Highly_desirable
3645,A,Slow cooker,A,B,A_A,A,,10000,397.399999976,0,38810,High coupling,Highly_desirable
3646,C,Puree machine,A,B,C_A,A,,10000,350.299999952,0,38810,High coupling,Highly_desirable
3647,P,Dehumidifier,B,A,P_A,A,,10000,338.899999976,0,38810,High coupling,Highly_desirable
3648,S,Headlight bulbs,A,B,S_A,S_A,,10000,1111.0,0,38810,High coupling,Highly_desirable
3649,F,Wagon cart,A,C,B,C,,10000,1343.39999998,0,38810,High coupling,Highly_desirable
3650,S,Headlight bulbs,S_B,B,A,A,,10000,1152.70000005,0,38810,High coupling,Highly_desirable
3651,F,Baby rocker,A,C,B,C,,10000,276.5,0,38810,High coupling,Highly_desirable
3652,P,Electric mop,A,B,P_B,B,,10000,1408.89999998,0,38810,High coupling,Highly_desirable
3653,C,Lawn mower,C_B,A,B,A,,10000,1772.29999995,0,38810,High coupling,Highly_desirable
3654,A,Clothes Steamer,A_A,B,A,A,,10000,324.599999905,0,38810,High coupling,Highly_desirable
3655,C,Baby crib,A,B,C_B,A,,10000,347.300000072,0,38810,High coupling,Highly_desirable
3656,P,Paint sprayer,A,P_B,B,A,,10000,330.399999976,0,38810,High coupling,Highly_desirable
3657,F,Pepper spray,C,A,B,C,,10000,482.899999976,0,38810,High coupling,Highly_desirable
3658,S,Metal detector,A,S_B,B,B,,10000,1773.79999995,0,38810,High coupling,Highly_desirable
3659,A,Car seat,B,A_A,A,A,,10000,391.599999905,0,38810,High coupling,Highly_desirable
3660,F,Stun gun,B,C,A,A,,10000,343.199999928,0,38810,High coupling,Highly_desirable
3661,S,Odor neutralizer,A,S_A,B,A,,10000,1575.70000005,0,38810,High coupling,Highly_desirable
3662,P,Dehumidifier,A,P_B,B,A,,10000,724.899999976,0,38810,High coupling,Highly_desirable
3663,C,Mobility scooter,A,B,C_B,A,,10000,366.0,0,38810,High coupling,Highly_desirable
3664,A,Slow cooker,A_B,A,B,B,,10000,1206.39999998,0,38810,High coupling,Highly_desirable
3665,C,Car vacuum,B,A,C_B,B,,10000,1403.79999995,0,38810,High coupling,Highly_desirable
3666,F,Wagon cart,B,C,A,C,,10000,3165.89999998,0,38810,High coupling,Highly_desirable
3667,S,Vacuum,B,A,S_B,S_B,,10000,857.5,0,38810,High coupling,Highly_desirable
3668,A,Rash cream,A,A_B,B,B,,10000,503.699999928,0,38810,High coupling,Highly_desirable
3669,P,Baby stroller,B,A,P_B,B,,10000,1005.60000002,0,38810,High coupling,Highly_desirable
3670,P,Outdoor solar lights,A,P_A,B,B,,10000,1672.0999999,0,38810,High coupling,Highly_desirable
3671,F,Rechargeable AA batteries,A,C,B,C,,10000,916.200000048,0,38810,High coupling,Highly_desirable
3672,S,Security camera,B,S_A,A,S_A,,10000,4638.19999993,0,38810,High coupling,Highly_desirable
3673,A,UV lamp,A_B,B,A,B,,10000,1424.69999993,0,38810,High coupling,Highly_desirable
3674,C,White noise machine,C_A,A,B,A,,10000,683.899999976,0,38810,High coupling,Highly_desirable
3675,A,Tire inflator,A,A_A,B,B,,10000,1655.5999999,0,38810,High coupling,Highly_desirable
3676,C,Smart lock,C_B,A,B,B,,10000,1885.5,0,38810,High coupling,Highly_desirable
3677,F,Outdoor TV antenna,C,B,A,B,,10000,1235.5,0,38810,High coupling,Highly_desirable
3678,S,Air Fryer Oven,S_B,A,B,A,,10000,371.199999928,0,38810,High coupling,Highly_desirable
3679,P,Solar panel system,A,B,P_B,B,,10000,342.0,0,38810,High coupling,Highly_desirable
3680,A,Leaf Blower,A,A_B,B,A,,10000,1258.10000002,0,38810,High coupling,Highly_desirable
3681,C,Water heater,A,C_A,B,A,,10000,986.200000048,0,38810,High coupling,Highly_desirable
3682,F,Kitchen Scale,B,C,A,C,,10000,1449.30000007,0,38810,High coupling,Highly_desirable
3683,P,Air purifier,A,B,P_B,B,,10000,1588.79999995,0,38810,High coupling,Highly_desirable
3684,S,Night light,B,S_B,A,B,,10000,1248.5,0,38810,High coupling,Highly_desirable
3685,S,Air mattress,B,A,S_A,S_A,,10000,652.900000095,0,38810,High coupling,Highly_desirable
3686,F,Microwave,B,A,C,C,,10000,550.700000048,0,38810,High coupling,Highly_desirable
3687,A,Walker with seat,B,A_A,A,A,,10000,1691.30000007,0,38810,High coupling,Highly_desirable
3688,C,Pesticide,C_B,A,B,B,,10000,411.5,0,38810,High coupling,Highly_desirable
3689,P,Countertop blender,P_A,B,A,A,,10000,355.5,0,38810,High coupling,Highly_desirable
3690,C,Puree machine,B,A,C_B,B,,10000,441.899999976,0,38810,High coupling,Highly_desirable
3691,F,Thermometer gun,C,A,B,C,,10000,1492.20000005,0,38810,High coupling,Highly_desirable
3692,S,Baby high chair,B,S_A,A,A,,10000,509.699999928,0,38810,High coupling,Highly_desirable
3693,P,Wifi extender,B,A,P_B,B,,10000,423.199999928,0,38810,High coupling,Highly_desirable
3694,A,Smart bulb,B,A,A_A,A,,10000,505.5,0,38810,High coupling,Highly_desirable
3695,F,Protein powder,A,B,C,C,,10000,1153.79999995,0,38810,High coupling,Highly_desirable
3696,S,Pressure washer,S_B,B,A,S_B,,10000,996.200000048,0,38810,High coupling,Highly_desirable
3697,P,Organic fertilizer,P_B,A,B,A,,10000,406.399999976,0,38810,High coupling,Highly_desirable
3698,C,Insect repellent,C_B,B,A,C_B,,10000,542.599999905,0,38810,High coupling,Highly_desirable
3699,A,Cloth diapers,A,B,A_A,B,,10000,1046.30000007,0,38810,High coupling,Highly_desirable
4000,A,Leaf Blower,A_A,B,A,A,,10000,509.0,0,37978,High coupling,Highly_desirable
4001,P,Dehumidifier,B,P_A,A,A,,10000,2039.70000002,0,37978,High coupling,Highly_desirable
4002,F,Megaphone,C,B,A,C,,10000,571.5,0,37978,High coupling,Highly_desirable
4003,S,Vacuum,A,B,S_B,S_B,,10000,655.800000012,0,37978,High coupling,Highly_desirable
4004,C,Mobility scooter,C_B,B,A,B,,10000,3315.80000001,0,37978,High coupling,Highly_desirable
4005,P,Wifi extender,B,P_A,A,A,,10000,4358.70000002,0,37978,High coupling,Highly_desirable
4006,F,Rechargeable AA batteries,A,B,C,C,,10000,652.200000018,0,37978,High coupling,Highly_desirable
4007,S,Baby high chair,B,A,S_B,B,,10000,457.400000006,0,37978,High coupling,Highly_desirable
4008,A,Rash cream,A_B,A,B,B,,10000,608.599999994,0,37978,High coupling,Highly_desirable
4009,C,Insect repellent,C_B,B,A,B,,10000,593.0,0,37978,High coupling,Highly_desirable
4010,F,Garbage disposal,C,B,A,C,,10000,596.200000018,0,37978,High coupling,Highly_desirable
4011,S,Air Fryer Oven,A,S_A,B,A,,10000,1455.59999999,0,37978,High coupling,Highly_desirable
4012,A,Smart bulb,A,A_B,B,A,,10000,3318.5,0,37978,High coupling,Highly_desirable
4013,C,Smart lock,B,C_B,A,A,,10000,3354.39999998,0,37978,High coupling,Highly_desirable
4014,P,Solar panel system,B,P_A,A,B,,10000,758.800000012,0,37978,High coupling,Highly_desirable
4015,P,Baby stroller,B,P_B,A,A,,10000,2697.40000001,0,37978,High coupling,Highly_desirable
4016,S,Night light,S_B,B,A,A,,10000,926.599999994,0,37978,High coupling,Highly_desirable
4017,C,White noise machine,B,A,C_B,B,,10000,6531.59999999,1,37978,High coupling,Highly_desirable
4018,A,Slow cooker,B,A,A_B,B,,10000,4266.79999998,0,37978,High coupling,Highly_desirable
4019,F,Automatic pet feeder,C,A,B,C,,10000,344.800000012,0,37978,High coupling,Highly_desirable
4020,P,Paint sprayer,B,P_B,A,A,,10000,3431.0,0,37978,High coupling,Highly_desirable
4021,F,Fire extinguisher,B,C,A,C,,10000,2029.09999999,0,37978,High coupling,Highly_desirable
4022,S,Metal detector,B,S_A,A,B,,10000,864.300000012,0,37978,High coupling,Highly_desirable
4023,A,Clothes Steamer,A_A,A,B,A,,10000,2154.39999998,0,37978,High coupling,Highly_desirable
4024,C,Puree machine,B,A,C_B,B,,10000,282.0,0,37978,High coupling,Highly_desirable
4025,P,Electric mop,A,B,P_B,B,,10000,1730.80000001,0,37978,High coupling,Highly_desirable
4026,F,Wagon cart,C,B,A,C,,10000,2222.09999999,0,37978,High coupling,Highly_desirable
4027,A,Cloth diapers,A,B,A_A,B,,10000,5151.19999999,1,37978,High coupling,Highly_desirable
4028,C,Car vacuum,B,A,C_A,B,,10000,311.099999994,0,37978,High coupling,Highly_desirable
4029,S,Air mattress,B,S_B,A,B,,10000,560.700000018,0,37978,High coupling,Highly_desirable
4030,P,Countertop blender,A,P_B,B,A,,10000,2262.09999999,0,37978,High coupling,Highly_desirable
4031,C,Lawn mower,B,A,C_B,B,,10000,1908.19999999,0,37978,High coupling,Highly_desirable
4032,S,Headlight bulbs,S_A,A,B,A,,10000,2614.40000001,0,37978,High coupling,Highly_desirable
4033,F,Inflatable baby pool,B,A,C,C,,10000,419.299999982,0,37978,High coupling,Highly_desirable
4034,A,Car seat,A,B,A_A,A,,10000,2843.0,0,37978,High coupling,Highly_desirable
4035,F,Alarm clock,A,C,B,C,,10000,3797.40000001,0,37978,High coupling,Highly_desirable
4036,A,Walker with seat,B,A_B,A,B,,10000,1044.59999999,0,37978,High coupling,Highly_desirable
4037,P,Organic fertilizer,A,P_B,B,A,,10000,1789.59999999,0,37978,High coupling,Highly_desirable
4038,C,Water heater,B,C_A,A,A,,10000,3738.5,0,37978,High coupling,Highly_desirable
4039,S,Security camera,A,B,S_B,B,,10000,1058.29999998,0,37978,High coupling,Highly_desirable
4040,F,Outdoor TV antenna,C,A,B,C,,10000,315.600000024,0,37978,High coupling,Highly_desirable
4041,S,Pressure washer,B,A,S_B,B,,10000,2483.30000001,0,37978,High coupling,Highly_desirable
4042,C,Baby crib,C_A,B,A,C_A,,10000,311.300000012,0,37978,High coupling,Highly_desirable
4043,A,UV lamp,A,A_B,B,A,,10000,4922.29999998,0,37978,High coupling,Highly_desirable
4044,P,Outdoor solar lights,A,B,P_B,A,,10000,4074.19999999,0,37978,High coupling,Highly_desirable
4045,C,Pesticide,C_A,B,A,A,,10000,2988.10000002,0,37978,High coupling,Highly_desirable
4046,S,Odor neutralizer,S_B,B,A,B,,10000,2383.0,0,37978,High coupling,Highly_desirable
4047,P,Air purifier,P_A,B,A,B,,10000,1409.19999999,0,37978,High coupling,Highly_desirable
4048,A,Tire inflator,B,A_A,A,B,,10000,471.700000018,0,37978,High coupling,Highly_desirable
4049,F,Hearing aid,C,B,A,A,,10000,523.200000018,0,37978,High coupling,Highly_desirable
4050,P,Dehumidifier,B,P_B,A,B,,10000,327.599999994,0,37978,High coupling,Highly_desirable
4051,S,Vacuum,A,B,S_A,A,,10000,342.400000006,0,37978,High coupling,Highly_desirable
4052,A,Car seat,B,A,A_B,B,,10000,327.100000024,0,37978,High coupling,Highly_desirable
4053,C,Car vacuum,C_B,B,A,C_B,,10000,331.099999994,0,37978,High coupling,Highly_desirable
4054,F,Megaphone,C,B,A,C,,10000,325.899999976,0,37978,High coupling,Highly_desirable
4055,C,Smart lock,C_A,A,B,A,,10000,2048.0,0,37978,High coupling,Highly_desirable
4056,P,Wifi extender,B,P_B,A,B,,10000,373.400000006,0,37978,High coupling,Highly_desirable
4057,F,Wagon cart,A,B,C,C,,10000,2923.20000002,0,37978,High coupling,Highly_desirable
4058,S,Night light,A,B,S_A,S_A,,10000,3851.30000001,0,37978,High coupling,Highly_desirable
4059,A,Smart bulb,B,A_A,A,A,,10000,296.199999988,0,37978,High coupling,Highly_desirable
4060,A,Tire inflator,A_B,B,A,B,,10000,1216.09999999,0,37978,High coupling,Highly_desirable
4061,C,Water heater,C_B,A,B,B,,10000,272.299999982,0,37978,High coupling,Highly_desirable
4062,F,Cordless home phone,B,A,C,A,,10000,1259.20000002,0,37978,High coupling,Highly_desirable
4063,P,Organic fertilizer,B,P_A,A,A,,10000,1445.40000001,0,37978,High coupling,Highly_desirable
4064,S,Odor neutralizer,S_A,B,A,B,,10000,778.300000012,0,37978,High coupling,Highly_desirable
4065,C,Puree machine,B,A,C_A,A,,10000,507.5,0,37978,High coupling,Highly_desirable
4066,S,Air mattress,A,B,S_A,A,,10000,3341.09999999,0,37978,High coupling,Highly_desirable
4067,A,Rash cream,A_A,A,B,B,,10000,2747.5,0,37978,High coupling,Highly_desirable
4068,P,Air purifier,A,B,P_B,B,,10000,812.800000012,0,37978,High coupling,Highly_desirable
4069,F,Inflatable baby pool,C,B,A,C,,10000,2426.20000002,0,37978,High coupling,Highly_desirable
4070,P,Solar panel system,B,P_B,A,B,,10000,1408.29999998,0,37978,High coupling,Highly_desirable
4071,F,Automatic pet feeder,C,B,A,C,,10000,2053.19999999,0,37978,High coupling,Highly_desirable
4072,C,Pesticide,B,A,C_B,B,,10000,3465.0,0,37978,High coupling,Highly_desirable
4073,S,Security camera,B,A,S_A,S_A,,10000,3045.20000002,0,37978,High coupling,Highly_desirable
4074,A,Slow cooker,A_A,B,A,B,,10000,1254.5,0,37978,High coupling,Highly_desirable
4075,A,Cloth diapers,A,A_B,B,B,,10000,628.199999988,0,37978,High coupling,Highly_desirable
4076,F,Rechargeable AA batteries,C,B,A,C,,10000,3727.40000001,0,37978,High coupling,Highly_desirable
4077,S,Baby high chair,S_A,B,A,B,,10000,6930.5,1,37978,High coupling,Highly_desirable
4078,C,Mobility scooter,A,C_A,B,B,,10000,4782.0,0,37978,High coupling,Highly_desirable
4079,P,Electric mop,P_A,A,B,A,,10000,662.600000024,0,37978,High coupling,Highly_desirable
4080,F,Fire extinguisher,B,C,A,C,,10000,2733.30000001,0,37978,High coupling,Highly_desirable
4081,P,Baby stroller,B,P_A,A,A,,10000,582.200000018,0,37978,High coupling,Highly_desirable
4082,S,Pressure washer,A,B,S_A,A,,10000,713.0,0,37978,High coupling,Highly_desirable
4083,C,Baby crib,A,C_B,B,A,,10000,462.099999994,0,37978,High coupling,Highly_desirable
4084,A,Clothes Steamer,A_B,B,A,B,,10000,763.099999994,0,37978,High coupling,Highly_desirable
4085,A,Leaf Blower,B,A_B,A,A,,10000,1919.09999999,0,37978,High coupling,Highly_desirable
4086,P,Countertop blender,A,P_A,B,A,,10000,2954.80000001,0,37978,High coupling,Highly_desirable
4087,C,Lawn mower,A,C_A,B,A,,10000,4314.09999999,0,37978,High coupling,Highly_desirable
4088,F,Alarm clock,B,A,C,C,,10000,369.099999994,0,37978,High coupling,Highly_desirable
4089,S,Headlight bulbs,B,S_B,A,B,,10000,4014.70000002,0,37978,High coupling,Highly_desirable
4090,A,Walker with seat,B,A_A,A,A,,10000,3245.5,0,37978,High coupling,Highly_desirable
4091,F,Hearing aid,B,A,C,C,,10000,307.0,0,37978,High coupling,Highly_desirable
4092,C,White noise machine,C_A,B,A,B,,10000,840.199999988,0,37978,High coupling,Highly_desirable
4093,S,Metal detector,B,A,S_B,B,,10000,544.400000006,0,37978,High coupling,Highly_desirable
4094,P,Paint sprayer,B,A,P_A,A,,10000,1440.5,0,37978,High coupling,Highly_desirable
4095,A,UV lamp,A_A,A,B,A,,10000,1160.89999998,0,37978,High coupling,Highly_desirable
4096,S,Air Fryer Oven,B,A,S_B,B,,10000,3932.69999999,0,37978,High coupling,Highly_desirable
4097,P,Outdoor solar lights,A,P_A,B,B,,10000,2618.70000002,0,37978,High coupling,Highly_desirable
4098,F,Stun gun,A,B,C,C,,10000,1435.0,0,37978,High coupling,Highly_desirable
4099,C,Insect repellent,A,C_A,B,B,,10000,3920.40000001,0,37978,High coupling,Highly_desirable
4200,S,Night light,A,B,S_B,B,,10000,361.599999905,0,36300,High coupling,Weakly_desirable
4201,A,Smart bulb,B,A_B,A,A,,10000,290.099999905,0,36300,High coupling,Weakly_desirable
4202,F,Garbage disposal,C,A,B,C,,10000,610.0,0,36300,High coupling,Weakly_desirable
4203,C,Smart lock,C_B,B,A,C_B,,10000,551.300000191,0,36300,High coupling,Weakly_desirable
4204,P,Electric mop,B,A,P_A,A,,10000,1339.69999981,0,36300,High coupling,Weakly_desirable
4205,C,Lawn mower,B,C_B,A,A,,10000,324.400000095,0,36300,High coupling,Weakly_desirable
4206,S,Odor neutralizer,A,S_A,B,A,,10000,290.800000191,0,36300,High coupling,Weakly_desirable
4207,F,Pepper spray,B,C,A,C,,10000,550.0,0,36300,High coupling,Weakly_desirable
4208,P,Organic fertilizer,P_B,B,A,B,,10000,300.300000191,0,36300,High coupling,Weakly_desirable
4209,A,Rash cream,B,A_B,A,B,,10000,365.5,0,36300,High coupling,Weakly_desirable
4210,S,Metal detector,B,A,S_B,S_B,,10000,373.0,0,36300,High coupling,Weakly_desirable
4211,P,Outdoor solar lights,A,B,P_A,A,,10000,350.5,0,36300,High coupling,Weakly_desirable
4212,F,Stun gun,B,A,C,B,,10000,836.599999905,0,36300,High coupling,Weakly_desirable
4213,C,Mobility scooter,B,C_A,A,B,,10000,331.0,0,36300,High coupling,Weakly_desirable
4214,A,Tire inflator,A,A_A,B,A_A,,10000,987.0,0,36300,High coupling,Weakly_desirable
4215,S,Air mattress,S_B,B,A,B,,10000,370.299999714,0,36300,High coupling,Weakly_desirable
